os_postcode,uprn,pao,street,town,postcode,lr_ccod_address,uprn2,os_lpi_address,os_pao
SE1 9BB,200003377537,"MINERVA HOUSE, 5",MONTAGUE CLOSE,,,"Minerva House, Montague Close, London (SE1 9BB)",200003377537,"MINERVA HOUSE, 5 MONTAGUE CLOSE, LONDON, SE1 9BB",MINERVA HOUSE 5 MONTAGUE CLOSE
SE1 9EP,200003377471,23,GREAT GUILDFORD STREET,,,"19-23a Great Guildford Street, London (SE1 9EZ)",200003377471,"23 GREAT GUILDFORD STREET, LONDON, SE1 9EP",23 GREAT GUILDFORD STREET
SE1 9QQ,200003377468,10,BOROUGH HIGH STREET,,,"6-10 Borough High Street, London (SE1 9QQ)",200003377468,"10 BOROUGH HIGH STREET, LONDON, SE1 9QQ",10 BOROUGH HIGH STREET
SE1 9HA,200003377433,"RIVERSIDE HOUSE, 2A",SOUTHWARK BRIDGE ROAD,,,"Riverside House, 2a Southwark Bridge Road, London (SE1 9HA)",200003377433,"RIVERSIDE HOUSE, 2A, SOUTHWARK BRIDGE ROAD, LONDON, SE1 9HA",RIVERSIDE HOUSE 2A SOUTHWARK BRIDGE ROAD
SE1 9DG,200003377194,"SOHO WHARF, 1",CLINK STREET,,,,200003377194,"SOHO WHARF, 1 CLINK STREET, LONDON, SE1 9DG",SOHO WHARF 1 CLINK STREET
SE1 9QQ,200003377173,20201008,BOROUGH HIGH STREET,,,"6-10 Borough High Street, London (SE1 9QQ)",200003377173,"8-10, BOROUGH HIGH STREET, LONDON, SE1 9QQ",8-10 BOROUGH HIGH STREET
SE1 9DG,200003376882,"PICKFORDS WHARF, 4",CLINK STREET,,,"Pickfords Wharf, Clink Street, London (SE1 9DG)",200003376882,"PICKFORDS WHARF, CLINK STREET, LONDON, SE1 9DG",PICKFORDS WHARF CLINK STREET
SE1 9EU,200003376868,32,SOUTHWARK BRIDGE ROAD,,,"32 Southwark Bridge Road, London (SE1 9EU)",200003376868,"32 SOUTHWARK BRIDGE ROAD, LONDON, SE1 9EU",32 SOUTHWARK BRIDGE ROAD
SE1 9DE,200003376853,"PALACE HOUSE, 3",CATHEDRAL STREET,,,"Palace House, 3 Cathedral Street,and land and buildings at Winchester Square, London (SE1 9DE)",200003376853,"PALACE HOUSE, 3 CATHEDRAL STREET, LONDON, SE1 9DE",PALACE HOUSE 3 CATHEDRAL STREET
SE1 9EA,200003376832,135,PARK STREET,,,"135 Park Street, London (SE1 9EA)",200003376832,"135 PARK STREET, LONDON, SE1 9EA",135 PARK STREET
SE1 9LX,200003376593,58-60,STAMFORD STREET,,,"25 Broadwall, London (SE1 9PS)",200003376593,"58-60, STAMFORD STREET, LONDON, SE1 9LX",58-60 STAMFORD STREET
SE1 9EU,200003376185,36,SOUTHWARK BRIDGE ROAD,,,"Notcutt House, 36 Southwark Bridge Road, London (SE1 9EU)",200003376185,"36 SOUTHWARK BRIDGE ROAD, LONDON, SE1 9EU",36 SOUTHWARK BRIDGE ROAD
SE1 9BS,200003376124,"THE SHARD, 32",LONDON BRIDGE STREET,,,,200003376124,"THE SHARD, 32 LONDON BRIDGE STREET, LONDON, SE1 9BS",THE SHARD 32 LONDON BRIDGE STREET
SE16 3DH,200003404927,12,VERNEY ROAD,,,,200003404927,,
SE1 9BF,200003376120,"NEW CITY COURT, 20",ST THOMAS STREET,,,"Land and buildings lying to the south east of Borough High Street, London",200003376120,"NEW CITY COURT, 20 ST THOMAS STREET, LONDON, SE1 9BF",NEW CITY COURT 20 ST THOMAS STREET
SE1 9BB,200003376119,8,MONTAGUE CLOSE,,,"Hibernia Chambers, 2 London Bridge, London and the portions of the building at basement level comprising the vaults and parts of the generator room and store situate beneath Montague Close and shown tinted pink and blue on the title plan",200003376119,"8 MONTAGUE CLOSE, LONDON, SE1 9BB",8 MONTAGUE CLOSE
SE1 9QQ,200003376118,"BRIDGE HOUSE, 4",BOROUGH HIGH STREET,,,"Bridge House, 4 Borough High Street, London (SE1 9QQ)",200003376118,"BRIDGE HOUSE, 4 BOROUGH HIGH STREET, LONDON, SE1 9QQ",BRIDGE HOUSE 4 BOROUGH HIGH STREET
SE1 9BG,200003376117,1,LONDON BRIDGE,,,"1 London Bridge, 29 to 67 (Odd) Tooley Street, Cottons Wharf, Hay's Wharf and land and buildings on the North East side of Tooley Street",200003376117,"1 LONDON BRIDGE, LONDON, SE1 9BG",1 LONDON BRIDGE
SE1 9NG,200003376115,"DORSET HOUSE, 27-45",STAMFORD STREET,,,,200003376115,"DORSET HOUSE, 27-45, STAMFORD STREET, LONDON, SE1 9NG",DORSET HOUSE 27-45 STAMFORD STREET
SE1 9AE,200003376114,"NEW KINGS BEAM HOUSE, 22",UPPER GROUND,,,,200003376114,"NEW KINGS BEAM HOUSE, 22 UPPER GROUND, LONDON, SE1 9AE",NEW KINGS BEAM HOUSE 22 UPPER GROUND
SE1 8RH,200003376087,262,WATERLOO ROAD,,,"246-254 (even), Waterloo Road, London",200003376087,"262 WATERLOO ROAD, LONDON, SE1 8RH",262 WATERLOO ROAD
SE1 0UW,200003376037,230,BLACKFRIARS ROAD,,,"land on the east side of Blackfriars Road, London and 4 and 6 Chancel Street, London (SE1 0UX)",200003376037,"230 BLACKFRIARS ROAD, LONDON, SE1 0UW",230 BLACKFRIARS ROAD
SE1 8QH,200003376012,4,VALENTINE PLACE,,,"2 to 10 (even) Valentine Place and 1 to 13 (odd) Boundary Row, London",200003376012,"4 VALENTINE PLACE, LONDON, SE1 8QH",4 VALENTINE PLACE
SE1 8NZ,200003376007,"FRIARS BRIDGE COURT, 41-45",BLACKFRIARS ROAD,,,,200003376007,"FRIARS BRIDGE COURT, 41-45, BLACKFRIARS ROAD, LONDON, SE1 8NZ",FRIARS BRIDGE COURT 41-45 BLACKFRIARS ROAD
SE1 8NN,200003376006,"COLOMBO HOUSE, 50-60",BLACKFRIARS ROAD,,,"Columbo House, 50-60 Blackfriars Road, London (SE1 8NZ)",200003376006,"COLOMBO HOUSE, 50-60, BLACKFRIARS ROAD, LONDON, SE1 8NN",COLOMBO HOUSE 50-60 BLACKFRIARS ROAD
SE1 8HP,200003375982,20200602,BOUNDARY ROW,LONDON,SE1 8HP,,200003375982,"2-6, BOUNDARY ROW, LONDON, SE1 8HP",2-6 BOUNDARY ROW
,200003375954,"FORMER, 88",BLACKFRIARS ROAD,LONDON,SE1 8HA,"88-89 Blackfriars Road, London (SE1 8HA)",200003375954,,
SE1 8DJ,200003375945,"CHADWICK COURT, 15",HATFIELDS,,,"Chadwick Court, 15 Hatfields, London (SE1 8DJ)",200003375945,"CHADWICK COURT, 15 HATFIELDS, LONDON, SE1 8DJ",CHADWICK COURT 15 HATFIELDS
SE1 8DJ,200003375720,18,HATFIELDS,,,"18 Hatfields, London (SE1 8DJ)",200003375720,"18 HATFIELDS, LONDON, SE1 8DJ",18 HATFIELDS
SE1 8ND,200003375717,"SUNGUARD COURT, 4-5",PARIS GARDEN,,,"4-5 Paris Garden, London (SE1 8ND)",200003375717,"SUNGUARD COURT, 4-5, PARIS GARDEN, LONDON, SE1 8ND",SUNGUARD COURT 4-5 PARIS GARDEN
SE1 8QH,200003375633,2,VALENTINE PLACE,,,"2 to 10 (even) Valentine Place and 1 to 13 (odd) Boundary Row, London",200003375633,"2 VALENTINE PLACE, LONDON, SE1 8QH",2 VALENTINE PLACE
SE1 8QH,200003375348,20201006,VALENTINE PLACE,,,"2 to 10 (even) Valentine Place and 1 to 13 (odd) Boundary Row, London",200003375348,"6-10, VALENTINE PLACE, LONDON, SE1 8QH",6-10 VALENTINE PLACE
SE1 8HA,200003375339,82-83,BLACKFRIARS ROAD,,,"83 Blackfriars Road, London (SE1 8HA)",200003375339,"82-83, BLACKFRIARS ROAD, LONDON, SE1 8HA",82-83 BLACKFRIARS ROAD
SE1 8NJ,200003375324,"GREAT SURREY HOUSE, 203-205",BLACKFRIARS ROAD,,,"203-208 Blackfriars Road, London (SE1 8NJ)",200003375324,"GREAT SURREY HOUSE, 203-205, BLACKFRIARS ROAD, LONDON, SE1 8NJ",GREAT SURREY HOUSE 203-205 BLACKFRIARS ROAD
SE1 7XW,200003375236,5-5A,WESTMINSTER BRIDGE ROAD,,,land on the south side of Westminster Bridge Road,200003375236,"5-5A, WESTMINSTER BRIDGE ROAD, LONDON, SE1 7XW",5-5A WESTMINSTER BRIDGE ROAD
SE1 7JB,200003375230,35,WESTMINSTER BRIDGE ROAD,LONDON,SE1 7JB,"35 Westminster Bridge Road, London (SE1 7JB)",200003375230,"35 WESTMINSTER BRIDGE ROAD, LONDON, SE1 7JB",35 WESTMINSTER BRIDGE ROAD
SE1 6JW,200003374961,100-116,LONDON ROAD,,,land and buildings on the North-east side of London Road,200003374961,"100-116, LONDON ROAD, LONDON, SE1 6JW",100-116 LONDON ROAD
SE1 6SX,200003374389,"DRAPER HOUSE, 20",ELEPHANT AND CASTLE,,,"Draper House and Sherston Court, Newington Butts",200003374389,"DRAPER HOUSE, 20 ELEPHANT AND CASTLE, LONDON, SE1 6SX",DRAPER HOUSE 20 ELEPHANT AND CASTLE
SE1 6NG,200003372417,"EILEEN HOUSE, 80-94",NEWINGTON CAUSEWAY,,,"251&241 Southwark Bridge Road, London",200003372417,"EILEEN HOUSE, 80-94, NEWINGTON CAUSEWAY, LONDON, SE1 6NG",EILEEN HOUSE 80-94 NEWINGTON CAUSEWAY
SE1 6AZ,200003372413,SESSIONS HOUSE,NEWINGTON CAUSEWAY,,,Newington Sessions House,200003372413,"SESSIONS HOUSE, NEWINGTON CAUSEWAY, LONDON, SE1 6AZ",SESSIONS HOUSE NEWINGTON CAUSEWAY
SE1 5NJ,200003372185,167,OLD KENT ROAD,,,"Dover Buildings 165, 167, 169 and 171 Old Kent Road, Waleran Buildings and Kingsley Buildings Old Kent Road, London",200003372185,"167 OLD KENT ROAD, LONDON, SE1 5NJ",167 OLD KENT ROAD
SE1 5XQ,200003370693,"HOWSON COURT, 525",OLD KENT ROAD,,,"Land on the north west side of 541 Old Kent Road, London (SE1 5EW)",200003370693,"HOWSON COURT, 525 OLD KENT ROAD, LONDON, SE1 5XQ",HOWSON COURT 525 OLD KENT ROAD
SE1 5NJ,200003370202,165,OLD KENT ROAD,,,"Dover Buildings 165, 167, 169 and 171 Old Kent Road, Waleran Buildings and Kingsley Buildings Old Kent Road, London",200003370202,"165 OLD KENT ROAD, LONDON, SE1 5NJ",165 OLD KENT ROAD
SE1 4UR,200003368025,217,TABARD STREET,,,"217 Tabard Street, London (SE1 4UR)",200003368025,"217 TABARD STREET, LONDON, SE1 4UR",217 TABARD STREET
SE1 4PG,200003367281,29-35,LONG LANE,,,"land on the north side of Long Lane, London",200003367281,"29-35, LONG LANE, LONDON, SE1 4PG",29-35 LONG LANE
SE1 4PA,200003366953,217-217B,LONG LANE,,,"217, 217a and 217b Long Lane, London (SE1 4PR)",200003366953,"217 LONG LANE, LONDON, SE1 4PA",217 LONG LANE
SE1 8EZ,200003376011,"FRIARS HOUSE, 157-168",BLACKFRIARS ROAD,,,,200003376011,,
SE1 4YB,200003363951,200,GREAT DOVER STREET,,,"on the north side of Silvester Street and the west side of Tabard Street, Newington",200003363951,"200 GREAT DOVER STREET, LONDON, SE1 4YB",200 GREAT DOVER STREET
SE1 3TJ,200003363840,"LONDON HOUSE, 194-204",BERMONDSEY STREET,,,"Commerce House, 194 to 204 (even numbers) Bermondsey Street, London",200003363840,"194-204, BERMONDSEY STREET, LONDON, SE1 3TJ",194-204 BERMONDSEY STREET
SE1 3LD,200003363836,"TERRACOTTA COURT, 167",TOWER BRIDGE ROAD,,,"36 to 42 (even numbers) Tanner Street, London (SE1 3LF)",200003363836,"TERRACOTTA COURT, 167 TOWER BRIDGE ROAD, LONDON, SE1 3LD",TERRACOTTA COURT 167 TOWER BRIDGE ROAD
SE1 3UT,200003363675,3,NEWHAMS ROW,,,"3 Newhams Row, London (SE1 3UZ)",200003363675,"3 NEWHAMS ROW, LONDON, SE1 3UT",3 NEWHAMS ROW
SE1 3UW,200003363670,9,BELL YARD MEWS,LONDON,SE1 3UW,"155 Bermondsey Street, London, (SE1 3UW)",200003363670,"9 BELL YARD MEWS, LONDON, SE1 3UW",9 BELL YARD MEWS
SE1 3LW,200003363542,"TOWER GATE HOUSE, 163",TOWER BRIDGE ROAD,LONDON,SE1 3LW,"163 Tower Bridge Road, London (SE1 3LW)",200003363542,"TOWER GATE HOUSE, 163 TOWER BRIDGE ROAD, LONDON, SE1 3LW",TOWER GATE HOUSE 163 TOWER BRIDGE ROAD
SE1 3UD,200003363541,40,BERMONDSEY STREET,,,"40 Bermondsey Street, London (SE1 3UD)",200003363541,"40 BERMONDSEY STREET, LONDON, SE1 3UD",40 BERMONDSEY STREET
SE1 3HJ,200003363376,70,WESTON STREET,,,"70 Weston Street, London (SE1 3QH)",200003363376,"70 WESTON STREET, LONDON, SE1 3HJ",70 WESTON STREET
SE1 3RS,200003363300,83,WESTON STREET,,,"81-83 Weston Street, London (SE1 3RS)",200003363300,"83 WESTON STREET, LONDON, SE1 3RS",83 WESTON STREET
SE1 3FL,200003363236,LARNACA WORKS,GRANGE WALK,,,,200003363236,"LARNACA WORKS, GRANGE WALK, LONDON, SE1 3FL",LARNACA WORKS GRANGE WALK
SE1 3QD,200003363167,"CAPITAL HOUSE, 42",WESTON STREET,,,,200003363167,"CAPITAL HOUSE, 42 WESTON STREET, LONDON, SE1 3QD",CAPITAL HOUSE 42 WESTON STREET
SE1 3ER,200003363153,"LAFONE HOUSE, 11-13",LEATHERMARKET STREET,,,"Lafone House, 11 and 13 Leathermarket Street, 15 and 17 Leathermarket Street, 1 to 5, 7, 8, 8a and 13 to 16 Leather Market and 26 Morocco Street, London",200003363153,"LAFONE HOUSE, 11-13, LEATHERMARKET STREET, LONDON, SE1 3ER",LAFONE HOUSE 11-13 LEATHERMARKET STREET
SE1 3QJ,200003362721,48-50,WESTON STREET,,,"48 and 50 Weston Street, London (SE1 3QJ)",200003362721,"48-50, WESTON STREET, LONDON, SE1 3QJ",48-50 WESTON STREET
SE1 3JW,200003362664,16,CRUCIFIX LANE,,,"16 Crucifix Lane, London (SE1 3JW)",200003362664,"16 CRUCIFIX LANE, LONDON, SE1 3JW",16 CRUCIFIX LANE
SE1 3JW,200003362636,18-20,CRUCIFIX LANE,,,"18-20 Crucifix Lane, London (SE1 3JW)",200003362636,"18-20, CRUCIFIX LANE, LONDON, SE1 3JW",18-20 CRUCIFIX LANE
SE1 3RB,200003361133,"WOLFSON HOUSE, 49",WESTON STREET,,,"33, 85, 87, 89, 105-109 (odd numbers) 113, 115 Borough High Street, land and buildings in King's Head Yard 49 to 55 (odd numbers) Weston Street 4 to 18 (even numbers) 22 to 26 (even numbers) Thomas Street and land on the south side of St Thomas Street being part of Guy's Hospital",200003361133,"WOLFSON HOUSE, 49 WESTON STREET, LONDON, SE1 3RB",WOLFSON HOUSE 49 WESTON STREET
SE1 2YU,200003361096,1,MILL STREET,,,"Scotts Sufferance Wharf, St Saviour's Dock, Tower Bridge",200003361096,"1 MILL STREET, LONDON, SE1 2YU",1 MILL STREET
SE1 2YE,200003360625,34,SHAD THAMES,,,"The Butlers Wharf Building, 36 Shad Thames, London (SE1 2YE)",200003360625,"34 SHAD THAMES, LONDON, SE1 2YE",34 SHAD THAMES
SE1 2JX,200003360598,196,TOWER BRIDGE ROAD,,,"192 to 196 (even) Tower Bridge Road, London (SE1 2JN)",200003360598,"196 TOWER BRIDGE ROAD, LONDON, SE1 2JX",196 TOWER BRIDGE ROAD
SE1 2EL,200003360531,9,HOLYROOD STREET,,,"9 Holyrood Street, London (SE1 2EL)",200003360531,"9 HOLYROOD STREET, LONDON, SE1 2EL",9 HOLYROOD STREET
SE1 2NZ,200003360529,"TRIANGLE HOUSE, 21",THREE OAK LANE,,,Land and Buildings on the west side of Three Oak Lane,200003360529,"TRIANGLE HOUSE, 21 THREE OAK LANE, LONDON, SE1 2NZ",TRIANGLE HOUSE 21 THREE OAK LANE
SE1 2HD,200003360415,1,BATTLE BRIDGE LANE,,,"1 London Bridge, 29 to 67 (Odd) Tooley Street, Cottons Wharf, Hay's Wharf and land and buildings on the North East side of Tooley Street",200003360415,"1 BATTLE BRIDGE LANE, LONDON, SE1 2HD",1 BATTLE BRIDGE LANE
,200003360305,185,TOWER BRIDGE ROAD,,,"185 Tower Bridge Road and 201 Tooley Street, London",200003360305,,
SE1 2ES,200003360029,"SHAND HOUSE, 14-20",SHAND STREET,,,"14-20 Shand Street, London (SE1 2ES)",200003360029,"SHAND HOUSE, 14-20, SHAND STREET, LONDON, SE1 2ES",SHAND HOUSE 14-20 SHAND STREET
SE1 2ND,200003360006,"INDIA HOUSE, 45",CURLEW STREET,,,,200003360006,"INDIA HOUSE, 45 CURLEW STREET, LONDON, SE1 2ND",INDIA HOUSE 45 CURLEW STREET
SE1 2NQ,200003359842,28,SHAD THAMES,,,"land and buildings at Shad Thames, Curlew Street, Maguire Street, Lafone Street and Gainsford Street",200003359842,"28 SHAD THAMES, LONDON, SE1 2NQ",28 SHAD THAMES
SE1 2YE,200003359708,"BUTLERS WHARF BUILDING, 36",SHAD THAMES,,,"The Butlers Wharf Building, 36 Shad Thames, London (SE1 2YE)",200003359708,"BUTLERS WHARF BUILDING, 36 SHAD THAMES, LONDON, SE1 2YE",BUTLERS WHARF BUILDING 36 SHAD THAMES
SE1 2YD,200003359699,42,SHAD THAMES,,,"Butlers Wharf West, Shad Thames, Bermondsey, London (SE1 2YA)",200003359699,"42 SHAD THAMES, LONDON, SE1 2YD",42 SHAD THAMES
SE1 2EN,200003359675,136-148,TOOLEY STREET,,,"136 to 148 (even) Tooley Street, London (SE1 2TU)",200003359675,"136-148, TOOLEY STREET, LONDON, SE1 2EN",136-148 TOOLEY STREET
SE1 2EN,200003359665,148,TOOLEY STREET,,,"136 to 148 (even) Tooley Street, London (SE1 2TU)",200003359665,"148 TOOLEY STREET, LONDON, SE1 2EN",148 TOOLEY STREET
SE1 2NY,200003359625,"NUTMEG HOUSE, 60",GAINSFORD STREET,,,"Nutmeg House, 60 Gainsford Street, London (SE1 2NY)",200003359625,"NUTMEG HOUSE, 60 GAINSFORD STREET, LONDON, SE1 2NY",NUTMEG HOUSE 60 GAINSFORD STREET
SE1 2SX,200003359624,4,TOOLEY STREET,,,"Colechurch House, 1 London Bridge Walk and 2 to 9 London Bridge Walk, London (SE1 2SX)",200003359624,"4 TOOLEY STREET, LONDON, SE1 2SX",4 TOOLEY STREET
SE1 2QN,200003359590,"THE COUNTING HOUSE, 53",TOOLEY STREET,,,"1 London Bridge, 29 to 67 (Odd) Tooley Street, Cottons Wharf, Hay's Wharf and land and buildings on the North East side of Tooley Street",200003359590,"THE COUNTING HOUSE, 53 TOOLEY STREET, LONDON, SE1 2QN",THE COUNTING HOUSE 53 TOOLEY STREET
,200003359567,"THE ITALIAN BUILDING, 41-43",DOCKHEAD,,,"Mill House, 8 Mill Street, London (SE1 2BA)",200003359567,,
SE1 2EL,200003359540,7,HOLYROOD STREET,,,"7 Holyrood Street, London (SE1 2EL)",200003359540,"7 HOLYROOD STREET, LONDON, SE1 2EL",7 HOLYROOD STREET
SE1 3FJ,10090283883,1,HAVEN WAY,,,,10090283883,"1 HAVEN WAY, LONDON, SE1 3FJ",1 HAVEN WAY
SE1 2HP,200003356906,"SHACKLETON HOUSE, 4",BATTLE BRIDGE LANE,,,"1 London Bridge, 29 to 67 (Odd) Tooley Street, Cottons Wharf, Hay's Wharf and land and buildings on the North East side of Tooley Street",200003356906,"SHACKLETON HOUSE, 4 BATTLE BRIDGE LANE, LONDON, SE1 2HP",SHACKLETON HOUSE 4 BATTLE BRIDGE LANE
SE1 2EL,200003356901,8,HOLYROOD STREET,,,"8 Holyrood Street, London (SE1 2EL)",200003356901,"8 HOLYROOD STREET, LONDON, SE1 2EL",8 HOLYROOD STREET
SE1 2SX,200003356880,"COLECHURCH HOUSE, 1",LONDON BRIDGE WALK,,,"Colechurch House, 1 London Bridge Walk and 2 to 9 London Bridge Walk, London (SE1 2SX)",200003356880,"COLECHURCH HOUSE, 1 LONDON BRIDGE WALK, LONDON, SE1 2SX",COLECHURCH HOUSE 1 LONDON BRIDGE WALK
SE1 1GA,200003356739,241,BOROUGH HIGH STREET,,,land on the east side of Borough High Street,200003356739,"241 BOROUGH HIGH STREET, LONDON, SE1 1GA",241 BOROUGH HIGH STREET
SE1 1NX,200003356727,CHAUCER HOUSE,WHITE HART YARD,,,"33, 85, 87, 89, 105-109 (odd numbers) 113, 115 Borough High Street, land and buildings in King's Head Yard 49 to 55 (odd numbers) Weston Street 4 to 18 (even numbers) 22 to 26 (even numbers) Thomas Street and land on the south side of St Thomas Street being part of Guy's Hospital",200003356727,"CHAUCER HOUSE, WHITE HART YARD, LONDON, SE1 1NX",CHAUCER HOUSE WHITE HART YARD
SE1 1JG,200003356718,291-299,BOROUGH HIGH STREET,,,,200003356718,"291-299, BOROUGH HIGH STREET, LONDON, SE1 1JG",291-299 BOROUGH HIGH STREET
SE1 1LB,200003356670,"MAYA HOUSE, 134-138",BOROUGH HIGH STREET,,,"Maya House, 134-138 Borough High Street, London (SE1 1LB)",200003356670,"MAYA HOUSE, 134-138, BOROUGH HIGH STREET, LONDON, SE1 1LB",MAYA HOUSE 134-138 BOROUGH HIGH STREET
SE1 1LL,200003356666,88,BOROUGH HIGH STREET,,,"88 Borough High Street, London (SE1 1ST)",200003356666,"88 BOROUGH HIGH STREET, LONDON, SE1 1LL",88 BOROUGH HIGH STREET
SE1 1EP,200003356646,9,MARSHALSEA ROAD,,,"9 Marshalsea Road, London (SE1 1EP)",200003356646,"9 MARSHALSEA ROAD, LONDON, SE1 1EP",9 MARSHALSEA ROAD
SE1 1UN,200003356609,"PENTAGON HOUSE, 52-54",SOUTHWARK STREET,,,"52-54 (even), Southwark Street, London (SE1 1RU)",200003356609,"PENTAGON HOUSE, 52-54, SOUTHWARK STREET, LONDON, SE1 1UN",PENTAGON HOUSE 52-54 SOUTHWARK STREET
SE1 1HL,200003356572,16-18,MARSHALSEA ROAD,,,,200003356572,"16-18, MARSHALSEA ROAD, LONDON, SE1 1HL",16-18 MARSHALSEA ROAD
SE1 1XF,200003356559,"TULIP HOUSE, 70",BOROUGH HIGH STREET,,,"Tulip House, 70 Borough High Street, London (SE1 1XF)",200003356559,"TULIP HOUSE, 70 BOROUGH HIGH STREET, LONDON, SE1 1XF",TULIP HOUSE 70 BOROUGH HIGH STREET
SE1 1RQ,200003356543,20200705,SOUTHWARK STREET,,,"7 and 7A Southwark Street, London (SE1 1RQ)",200003356543,"5-7, SOUTHWARK STREET, LONDON, SE1 1RQ",5-7 SOUTHWARK STREET
SE1 1TQ,200003356540,2,SOUTHWARK STREET,,,"2 Southwark Street, London (SE1 1TQ)",200003356540,"2 SOUTHWARK STREET, LONDON, SE1 1TQ",2 SOUTHWARK STREET
SE1 1EP,200003356517,20200705,MARSHALSEA ROAD,,,"5 and 7 Marshalsea Road, London (SE1 1EP)",200003356517,"5-7, MARSHALSEA ROAD, LONDON, SE1 1EP",5-7 MARSHALSEA ROAD
SE1 1PZ,200003356505,"SIGNAL HOUSE, 137",GREAT SUFFOLK STREET,,,,200003356505,"SIGNAL HOUSE, 137 GREAT SUFFOLK STREET, LONDON, SE1 1PZ",SIGNAL HOUSE 137 GREAT SUFFOLK STREET
SE1 1UN,200003356423,50,SOUTHWARK STREET,,,,200003356423,"50 SOUTHWARK STREET, LONDON, SE1 1UN",50 SOUTHWARK STREET
SE1 1UN,200003356422,"SAXON HOUSE, 48",SOUTHWARK STREET,LONDON,SE1 1UN,,200003356422,"SAXON HOUSE, 48 SOUTHWARK STREET, LONDON, SE1 1UN",SAXON HOUSE 48 SOUTHWARK STREET
SE1 1NB,200003356420,"WINE BAR, 47-49",BOROUGH HIGH STREET,,,"47-49 Borough High Street, London (SE1 1NB)",200003356420,"BEADLE HOUSE, 47-49, BOROUGH HIGH STREET, LONDON, SE1 1NB",BEADLE HOUSE 47-49 BOROUGH HIGH STREET
SE1 9HW,200003356199,"FLAT IRON HOUSE, 44-46",SOUTHWARK STREET,,,"46 Southwark Street, London",200003356199,"FLAT IRON HOUSE, 44-46, SOUTHWARK STREET, LONDON, SE1 9HW",FLAT IRON HOUSE 44-46 SOUTHWARK STREET
SE1 1JG,200003356105,293-295,BOROUGH HIGH STREET,,,,200003356105,"293-295, BOROUGH HIGH STREET, LONDON, SE1 1JG",293-295 BOROUGH HIGH STREET
SE1 1NY,200003355626,204,GREAT SUFFOLK STREET,,,"202 Great Suffolk Street, (SE1 1NY)",200003355626,"204 GREAT SUFFOLK STREET, LONDON, SE1 1NY",204 GREAT SUFFOLK STREET
SE1 1RQ,200003355419,3,SOUTHWARK STREET,,,,200003355419,"3 SOUTHWARK STREET, LONDON, SE1 1RQ",3 SOUTHWARK STREET
SE1 1JU,200003355408,52,LANT STREET,,,,200003355408,"52 LANT STREET, LONDON, SE1 1JU",52 LANT STREET
,200003355252,"FORMER, 180",BOROUGH HIGH STREET,,,"Brandon House, 180 Borough High Street, London (SE1 1LW)",200003355252,,
SE1 1AN,200003355248,"LYON HOUSE, 160-166",BOROUGH HIGH STREET,,,"160, 162, 164 and 166 Borough High Street",200003355248,"LYON HOUSE, 160-166, BOROUGH HIGH STREET, LONDON, SE1 1AN",LYON HOUSE 160-166 BOROUGH HIGH STREET
SE1 1YY,200003355246,"HAIG HOUSE, 199",BOROUGH HIGH STREET,,,"Angel Court, 199 Borough High Street, London (SE1 1HZ)",200003355246,"HAIG HOUSE, 199 BOROUGH HIGH STREET, LONDON, SE1 1YY",HAIG HOUSE 199 BOROUGH HIGH STREET
SE1 1TJ,200003355242,"ST MARGARETS HOUSE, 18-20",SOUTHWARK STREET,,,"Borough Market, 6,8,18 and 20 Southwark Street, Land on the West side of Stoney Street, 1-3 (inclusive), 5 and 10-13 (inclusive) Stoney Street, 2-8 (even) Park Street, 1-5 (inclusive) Bedale Street, Winchester Wharf, Clink Street, The Stables, 14 Winchester Walk and 1 Cathedral Street, Southwark, London",200003355242,"ST MARGARETS HOUSE, 18-20, SOUTHWARK STREET, LONDON, SE1 1TJ",ST MARGARETS HOUSE 18-20 SOUTHWARK STREET
SE1 1UN,200003355241,"CROWNE HOUSE, 56-58",SOUTHWARK STREET,,,"Crowne House, 56-58 Southwark Street, London (SE1 1UN)",200003355241,"CROWNE HOUSE, 56-58, SOUTHWARK STREET, LONDON, SE1 1UN",CROWNE HOUSE 56-58 SOUTHWARK STREET
SE1 1LB,200003355171,140-148,BOROUGH HIGH STREET,,,"140 to 148 (even), Borough High Street, (SE1 1LB)",200003355171,"140-148, BOROUGH HIGH STREET, LONDON, SE1 1LB",140-148 BOROUGH HIGH STREET
SE1 1LL,200003355167,78-80,BOROUGH HIGH STREET,,,"78-80 Borough High Street, London (SE1 1LL)",200003355167,"78-80, BOROUGH HIGH STREET, LONDON, SE1 1LL",78-80 BOROUGH HIGH STREET
SE1 1RU,200003355164,49,SOUTHWARK STREET,,,,200003355164,"49 SOUTHWARK STREET, LONDON, SE1 1RU",49 SOUTHWARK STREET
SE1 0HX,200003355061,"EUROPOINT HOUSE, 5",LAVINGTON STREET,,,"5 to 11 Lavington Street, London (SE1 0NZ)",200003355061,"EUROPOINT HOUSE, 5 LAVINGTON STREET, LONDON, SE1 0HX",EUROPOINT HOUSE 5 LAVINGTON STREET
SE1 0HX,200003355045,95,SOUTHWARK STREET,,,"95 Southwark Street, London (SE1 0HX)",200003355045,"95 SOUTHWARK STREET, LONDON, SE1 0HX",95 SOUTHWARK STREET
