uprn,organisation,sao,pao,street,town,postcode,postally_addressable,ward,level,classification,property_status,address_status,official,accuracy,x,y,Swk_GIS_buildingID,TOID,Building_footprint_area_m2,LR_title_no,LR_insert_date,LR_update_date,LR_estate_interest_code,LR_estate_interest,LR_class_of_title_code,LR_clase_of_title,LR_registered_status,LR_ccod_address,LR_ccod_proprietor_name_1,LR_ccod_company_registration_no_1,LR_ccod_proprietorship_category_1,LR_ccod_proprietor_1_address_1
200003355408,,,52,LANT STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532262.09,179717.46,549,1E+15,868.147176,TGL214424,"Jan 19, 2012","Jan 19, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003355294,,,10,MARSHALSEA ROAD,LONDON,SE1 1HL,1,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532373,179817,654,1000005887653,74.028875,LN45892,"Oct 14, 2011","Oct 14, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003355252,,,"FORMER, 180",BOROUGH HIGH STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,HISTORICAL,HISTORICAL,0,Visual centre,532438,179787,657,5.00001E+15,340.329297,SGL141023,"Sep 12, 2016","Jan 25, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Brandon House, 180 Borough High Street, London (SE1 1LW)",CREST NICHOLSON OPERATIONS LIMITED,01168311,Limited Company or Public Limited Company,"Crest House, Pyrcroft Road, Chertsey KT16 9GN"
200003355252,,,"BRANDON HOUSE, 180",BOROUGH HIGH STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,HISTORICAL,HISTORICAL,0,Visual centre,532438,179787,657,5.00001E+15,340.329297,SGL141023,"Sep 12, 2016","Jan 25, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Brandon House, 180 Borough High Street, London (SE1 1LW)",CREST NICHOLSON OPERATIONS LIMITED,01168311,Limited Company or Public Limited Company,"Crest House, Pyrcroft Road, Chertsey KT16 9GN"
200003355248,,,"LYON HOUSE, 160-166",BOROUGH HIGH STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532452,179849,622,1000005887640,465.382488,262003,"Oct 20, 2011","Oct 20, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"160, 162, 164 and 166 Borough High Street","THE MAYOR AND COMMONALTY AND CITIZENS OF THE CITY OF LONDON ,TRUSTEES OF THE BRIDGE HOUSE ESTATES",,Corporate Body,"Guildhall, London, EC2"
200003355248,,,160-166,BOROUGH HIGH STREET,LONDON,SE1 1LB,1,Borough & Bankside,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,532452,179849,622,1000005887640,465.382488,262003,"Oct 20, 2011","Oct 20, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"160, 162, 164 and 166 Borough High Street","THE MAYOR AND COMMONALTY AND CITIZENS OF THE CITY OF LONDON ,TRUSTEES OF THE BRIDGE HOUSE ESTATES",,Corporate Body,"Guildhall, London, EC2"
200003355246,,,"HAIG HOUSE, 199",BOROUGH HIGH STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532552,179840,538,1000005887260,908.801976,SGL483519,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Angel Court, 199 Borough High Street, London (SE1 1HZ)",THE ROYAL BRITISH LEGION,,Corporate Body,"Haig House, 199 Borough High Street, London SE1 1AA"
200003355243,,,239,BOROUGH HIGH STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532419,179695,645,1000042912082,323.77316,TGL124304,"Dec 04, 2012","Dec 04, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"239 Borough High Street, London (SE1 1AE)",THE POST OFFICE,,Corporate Body,"Post Office Headquarters, 48 Old Street, London, EC1V 9HQ"
200003355242,,,"ST MARGARETS HOUSE, 18-20",SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532623,180186,1787,1000005890308,450.101704,TGL200595,"Nov 27, 2019","Nov 27, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Borough Market, 6,8,18 and 20 Southwark Street, Land on the West side of Stoney Street, 1-3 (inclusive), 5 and 10-13 (inclusive) Stoney Street, 2-8 (even) Park Street, 1-5 (inclusive) Bedale Street, Winchester Wharf, Clink Street, The Stables, 14 Winchester Walk and 1 Cathedral Street, Southwark, London",THE TRUSTEES OF THE BOROUGH MARKET SOUTHWARK,,Corporate Body,"8 Southwark Street, London SE1 1TL"
200003355242,,,18-20,SOUTHWARK STREET,LONDON,SE1 1TJ,1,Borough & Bankside,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,532623,180186,1787,1000005890308,450.101704,TGL200595,"Nov 27, 2019","Nov 27, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Borough Market, 6,8,18 and 20 Southwark Street, Land on the West side of Stoney Street, 1-3 (inclusive), 5 and 10-13 (inclusive) Stoney Street, 2-8 (even) Park Street, 1-5 (inclusive) Bedale Street, Winchester Wharf, Clink Street, The Stables, 14 Winchester Walk and 1 Cathedral Street, Southwark, London",THE TRUSTEES OF THE BOROUGH MARKET SOUTHWARK,,Corporate Body,"8 Southwark Street, London SE1 1TL"
200003355241,,,"CROWNE HOUSE, 56-58",SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532304,180179,1767,1000005890802,436.545,SGL137145,"Jun 23, 2011","Jun 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Crowne House, 56-58 Southwark Street, London (SE1 1UN)",TALLWOOD LIMITED,3914548,Limited Company or Public Limited Company,"Jameson House, 146-148 Clerkenwell Road, London EC1R 5DG"
200003355171,,,140-148,BOROUGH HIGH STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532485,179893,620,1000005887635,255.712496,TGL164886,"Oct 31, 2011","Nov 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"140 to 148 (even), Borough High Street, (SE1 1LB)",THE PROCLAMATION TRUST,,Corporate Body,"Willcox House, 140-148 Borough High Street, London SE1 1LB"
200003355170,,,4,OMEARA STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532356,180119,1702,1000005890800,232.307496,TGL108395,"Jul 06, 2011","Jul 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"4 O'Meara Street, London (SE1 1TE)",SOUTHWARK SQUARE LIMITED,01937044,Limited Company or Public Limited Company,"6 Agar Street, London WC2N 4HN"
200003355167,,,78-80,BOROUGH HIGH STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532544,180037,1697,1000005890438,244.75252,LN146750,"Nov 03, 2011","Nov 03, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"78-80 Borough High Street, London (SE1 1LL)",FRYS PROPERTIES LIMITED,00523416,Limited Company or Public Limited Company,"22 Chancery Lane, London WC2A 1LS"
200003355164,,,49,SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532384,180129,1599,1000005890801,118.225,TGL53943,"Jul 06, 2011","Jul 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003355143,,,51,EWER STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532058.58,180111.51,1615,5.00001E+15,487.270442,TGL352380,"Oct 06, 2011","Oct 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003355069,,,44-46,NELSON SQUARE,LONDON,SE1 0QA,1,Borough & Bankside,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,531760,179874,824,1000005727751,295.738587,263194,"Nov 20, 2001","Nov 20, 2001",EL,Estate in land,AF,Absolute freehold title,Registered,"47 Nelson Square, London (SE1 0QA)",BLACKFRIARS SETTLEMENT,,Corporate Body,"44-47 Nelson Square, London SE1 0QA"
200003355069,,,44,NELSON SQUARE,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531760,179874,824,1000005727751,295.738587,263194,"Nov 20, 2001","Nov 20, 2001",EL,Estate in land,AF,Absolute freehold title,Registered,"47 Nelson Square, London (SE1 0QA)",BLACKFRIARS SETTLEMENT,,Corporate Body,"44-47 Nelson Square, London SE1 0QA"
200003355061,,,"EUROPOINT HOUSE, 5",LAVINGTON STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531964.31,180191.44,1534,1000005730838,2350.661623,SGL356820,"May 19, 2011","Dec 11, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"5 to 11 Lavington Street, London (SE1 0NZ)",EUROPOINT CENTRE (LONDON) LIMITED,03178561,Limited Company or Public Limited Company,"Europoint House, 5 Lavington Street, London SE1 0NZ"
200003355045,,,95,SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531907,180234,1536,1000005730841,399.770804,385444,"Feb 03, 2016","Feb 03, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"95 Southwark Street, London (SE1 0HX)",PHOENIX LIFE LIMITED,1016269,Limited Company or Public Limited Company,"New Hall Place, Old Hall Street, Liverpool L3 9UE"
200003355023,,,"METAL BOX FACTORY, 30",GREAT GUILDFORD STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532129,180131,1678,5.00001E+15,366.448831,SGL421884,"Oct 06, 2011","Oct 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"55 Ewer Street and land and buildings on the West Side of Great Guildford Street, London",WORKSPACE 14 LIMITED,05834831,Limited Company or Public Limited Company,"Canterbury Court, 1-3 Brixton Road, London SW9 6DE"
200003355021,,,1,AMERICA STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532236,180117,1673,1000005890792,617.881248,32398,"Jul 05, 2011","Jul 05, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"1 America Street, London (SE1 0NJ)",CTCL (BUKP) FUND NOMINEE NO.1 LIMITED,5263327,Limited Company or Public Limited Company,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB"
200003354999,,,116,SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531928,180274,1528,1E+15,4465.286296,TGL238442,"May 24, 2011","Jul 13, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003354996,,,46,LOMAN STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,531930,179934,764,1E+15,558.056248,SGL144551,"Nov 19, 2001","Nov 19, 2001",EL,Estate in land,AF,Absolute freehold title,Registered,"46 Loman Street, London (SE1 0EH)",CAPITAL LOMAN LTD,11136133,Limited Company or Public Limited Company,"8 Weymouth Mews, London W1G 7EA"
200003354978,,,91-93,SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531923,180234,1535,1000005730840,231.267496,SGL88687,"Jan 30, 2015","Jan 30, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"91-93 Southwark Street, London (SE1 0HX)",PHOENIX LIFE LIMITED,1016269,Limited Company or Public Limited Company,"1 Wythall Green Way, Wythall, Birmingham B47 6WG"
200003354958,,,53,GREAT SUFFOLK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531904,179942,770,1000005727562,925.786256,SGL334339,"Nov 19, 2001","Nov 19, 2001",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003354829,,,"CORNWALL HOUSE, 58",SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532243,180021,1730,1000005890674,164.937512,410335,"Jul 07, 2011","Jul 07, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"58 Southwark Bridge Road, London (SE1 0AS)",THB PROPERTY LIMITED,08742070,Limited Company or Public Limited Company,"58 Southwark Bridge Road, London SE1 0AS"
200003354811,,,64,SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532239,179998,685,1000005888290,72.690008,SGL252947,"Oct 13, 2011","Oct 13, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"64 Southwark Bridge Road, London (SE1 0AS)",YIN YANG LIMITED,2465973,Limited Company or Public Limited Company,"102 Little Bushey Lane, Bushey Heath, Herts WD23 4RE"
200003354791,,,62-66,SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,532239,179998,685,1000005888290,72.690008,SGL252947,"Oct 13, 2011","Oct 13, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"64 Southwark Bridge Road, London (SE1 0AS)",YIN YANG LIMITED,2465973,Limited Company or Public Limited Company,"102 Little Bushey Lane, Bushey Heath, Herts WD23 4RE"
200003354791,,,62,SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532239,179998,685,1000005888290,72.690008,SGL252947,"Oct 13, 2011","Oct 13, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"64 Southwark Bridge Road, London (SE1 0AS)",YIN YANG LIMITED,2465973,Limited Company or Public Limited Company,"102 Little Bushey Lane, Bushey Heath, Herts WD23 4RE"
200003354728,,,"UNION PRINT BUSINESS CENTRE, 164-180",UNION STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531937.55,180036.69,1469,1000005730859,956.19268,SGL344514,"May 23, 2011","May 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"168-180 (even numbers) Union Street, London (SE1 0LH)",WORKSPACE 13 LIMITED,05834824,Limited Company or Public Limited Company,"Canterbury Court, 1-3 Brixton Road, London SW9 6DE"
200003354728,,,"LINTON HOUSE, 164-180",UNION STREET,LONDON,SE1 0LH,1,Borough & Bankside,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,531937.55,180036.69,1469,1000005730859,956.19268,SGL344514,"May 23, 2011","May 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"168-180 (even numbers) Union Street, London (SE1 0LH)",WORKSPACE 13 LIMITED,05834824,Limited Company or Public Limited Company,"Canterbury Court, 1-3 Brixton Road, London SW9 6DE"
200003354708,,,182-194,UNION STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531896,180033,1468,1000005730857,648.361264,TGL160382,"Feb 16, 2017","Feb 16, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"182 to 194 Union Street (even numbers) and 33 to 45 Great Suffolk Street (odd numbers), London",CEP CBRE UK PROPERTY NOMINEE 1 LIMITED,11914652,Limited Company or Public Limited Company,"Third Floor, 1 New Change, London EC4M 9AF"
200003354705,,,128,SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531852,180305,1476,1000005730800,249.19866,SGL91499,"May 24, 2011","May 24, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"126 Southwark Street, London (SE1 0SW)",GMS ESTATES LIMITED,00210378,Limited Company or Public Limited Company,"32 Great James Street, London WC1N 3HB"
200003354703,,,50,SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532243.68,180113.32,1673,1000005890792,617.881248,32398,"Jul 05, 2011","Jul 05, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"1 America Street, London (SE1 0NJ)",CTCL (BUKP) FUND NOMINEE NO.1 LIMITED,5263327,Limited Company or Public Limited Company,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB"
200003354328,,,"EMBASSY TEA HOUSE, 195-205",UNION STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531940,180004,796,1000005730873,452.644785,TGL91995,"Jan 30, 2012","Jan 30, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"195, 197, 199, 203 and, 205 Union Street and land and buildings on the south side of Union Street, London (SE1 0LN)",VENAGLASS LIMITED,1258242,Limited Company or Public Limited Company,"3rd Floor, 12 Gough Square, London EC4A 3DW"
200003353470,,,60,SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532244,180012,1729,1000005890673,99.987488,TGL136225,"Jul 07, 2011","Jul 07, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003353386,,,31,DOLBEN STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531823,180155,1490,1E+15,165.01636,LN41730,"May 20, 2011","May 20, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"31 Dolben Street, London (SE1 0UQ)",31 DOLBEN STREET (MANAGEMENT COMPANY) LIMITED,07668963,Limited Company or Public Limited Company,"31 Dolben Street, London SE1 0UQ"
200003353349,,,99,SOUTHWARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531853,180264,1472,1000005730814,252.537488,SGL359032,"May 19, 2011","May 19, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"99 Southwark Street, London (SE1 0JF)",ROSEMOUNT KIRKALDY LLP,OC349326,Limited Liability Partnership,"44 Springfield Road, Springfield Road, Horsham, West Sussex RH12 2PD"
200003353315,,,6,CHANCEL STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531760,180175,1496,1000005730728,196.894992,LN230706,"Jun 05, 2017","Jun 05, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the east side of Blackfriars Road, London and 4 and 6 Chancel Street, London (SE1 0UX)",THE OFFICIAL CUSTODIAN FOR CHARITIES,,Corporate Body,"Charities Office, 39 Edward Edwards House, Nicholson Street, London SE1 0XL"
200003353310,,,"WIGGLESWORTH HOUSE, 69",SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532287,180180,1768,1000005890786,182.40124,LN79092,"Jun 23, 2011","Jun 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"30 Thrale Street, London (SE1 9HW)",O G HOLDINGS LIMITED,04008832,Limited Company or Public Limited Company,"Burgoine House, 8 Lower Teddington Road, Kingston Upon Thames KT1 4EZ"
10094745231,,,"ITALIAN BUILDING, 41",DOCKHEAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533934.58,179705.2,1106,1000006030518,170.839992,TGL129686,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Mill House, 8 Mill Street, London (SE1 2BA)",NORTHHILL LITTLE LONDON LIMITED,10667784,Limited Company or Public Limited Company,"First Floor, Thavies Inn House, 3-4 Holborn Circus, London EC1N 2HA"
10094744341,,,AMBLESIDE POINT,OLD KENT ROAD,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,535143.4855,177435.9387,1950,1000041677912,279.161232,TGL188093,"Sep 28, 2011","Sep 28, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Tustin Estate, Old Kent Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094744124,,,BEASLEY HOUSE,QUEENS ROAD,,,0,Nunhead & Queen's Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534718.11,176819.85,166,5.00001E+15,3446.674258,TGL334569,"Sep 22, 2011","Sep 22, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the north side of Peckham High Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094744123,,,BEASLEY HOUSE,CARLTON GROVE,,,0,Nunhead & Queen's Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534721.54,176840.76,166,5.00001E+15,3446.674258,TGL334569,"Sep 22, 2011","Sep 22, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the north side of Peckham High Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094744122,,,BEASLEY HOUSE,EATON WALK,,,0,Nunhead & Queen's Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534717.31,176848.13,166,5.00001E+15,3446.674258,TGL334569,"Sep 22, 2011","Sep 22, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the north side of Peckham High Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094743572,,,PECKHAM LEVELS,MONCRIEFF STREET,,,0,Rye Lane,,Parent Shell Property Shell,HISTORICAL,HISTORICAL,1,Visual centre,534354,176429,136,1000006165384,1740.912216,LN105329,"Jan 21, 2013","Jul 31, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"land at Raul Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094743548,,,89,BLACKFRIARS ROAD,LONDON,SE1 8HA,1,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,531616.0011,179889.9963,729,5.00001E+15,372.040881,TGL44584,"Aug 08, 2019","Aug 08, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"88-89 Blackfriars Road, London (SE1 8HA)",R(88) LTD,09726314,Limited Company or Public Limited Company,"44 Springfield Road, Horsham RH12 2PD"
10094743028,,,"WEYMOUTH BUILDING, 2",DEACON STREET,,,0,North Walworth,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532189.36,178795.05,3135,5.00001E+15,646.804697,TGL316673,"Mar 02, 2010","Mar 29, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"part of Elephant Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094742255,,,PECKHAM PALMS ARCADE,BOURNEMOUTH CLOSE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534429.36,176064.81,119,1000006164650,875.181248,SGL312351,"Feb 06, 2013","Feb 06, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"213 And, 213b Rye Lane, Peckham, London (SE15 4TP)",LOBO INVESTMENTS AND DEVELOPMENTS LIMITED,08507031,Limited Company or Public Limited Company,"1 Queens Parade, Brownlow Road, London N11 2DN"
10094087616,,,133A,RYE LANE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534275.35,176308.64,110,1000006165193,382.60475,SGL367894,"Feb 06, 2013","Feb 06, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"133 Rye Lane, Peckham, London (SE15 4ST)",133 RYE LANE LIMITED,09452073,Limited Company or Public Limited Company,"3rd Floor, Paternoster House, 65 St. Paul's Churchyard, London EC4M 8AB"
10094086688,,,"WALTON HEIGHTS, 143",WALWORTH ROAD,,,0,North Walworth,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532189.58,178690.48,3152,5.00001E+15,3695.593233,SGL384380,"Aug 06, 2015","Aug 06, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"137-149 (odd) Walworth Road, 1-228 Kingshill and 1-110 Swanbourne, Heygate Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094086621,,,"BARNARD HOUSE, 34",HEYGATE STREET,,,0,North Walworth,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532219.69,178714.46,3152,5.00001E+15,3695.593233,SGL384380,"Aug 06, 2015","Aug 06, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"137-149 (odd) Walworth Road, 1-228 Kingshill and 1-110 Swanbourne, Heygate Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094086588,,,"FERRARO HOUSE, 149",WALWORTH ROAD,,,0,North Walworth,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532193.11,178662.31,3152,5.00001E+15,3695.593233,SGL384380,"Aug 06, 2015","Aug 06, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"137-149 (odd) Walworth Road, 1-228 Kingshill and 1-110 Swanbourne, Heygate Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094086548,,,"TARLING HOUSE, 3",WALWORTH SQUARE,,,0,North Walworth,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532215.51,178666.44,3152,5.00001E+15,3695.593233,SGL384380,"Aug 06, 2015","Aug 06, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"137-149 (odd) Walworth Road, 1-228 Kingshill and 1-110 Swanbourne, Heygate Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094086363,,,"OLD FIRE STATION BUILDING, 1",SHORNCLIFFE ROAD,,,0,Faraday,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533586.0017,178333.002,2830,1000006028701,311.095,TGL16989,"Dec 30, 2010","Dec 30, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
10094085642,,,24,SYLVAN GROVE,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,535009.528,177574.5491,1867,1000006165747,1726.794812,TGL71094,"Apr 27, 2017","Apr 27, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Tary House, 8-24 Sylvan Grove, London (SE15 1PE)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094085621,,,18,SYLVAN GROVE,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,535009.528,177574.5491,1867,1000006165747,1726.794812,TGL71094,"Apr 27, 2017","Apr 27, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Tary House, 8-24 Sylvan Grove, London (SE15 1PE)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10094085597,,,8,SYLVAN GROVE,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,535009.53,177574.55,1867,1000006165747,1726.794812,TGL71094,"Apr 27, 2017","Apr 27, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Tary House, 8-24 Sylvan Grove, London (SE15 1PE)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
